PassengerId,Survived,Pclass,Sex,SibSp,Parch,Age,Boarded,Destination,Class
420,0,3,female,0,2,10,Southampton,"Detroit, Michigan, US",3
422,0,3,male,0,0,28,Queenstown,New York City,3
423,0,3,male,0,0,29,Southampton,"Saskatoon, Saskatchewan, Canada",3
424,0,3,female,1,1,28,Southampton,"Stanton, Iowa, US",3
425,0,3,male,1,1,18,Southampton,"Astoria, Oregon, US",3
426,0,3,male,0,0,54,Southampton,"Quebec City, Quebec, Canada",3
427,1,2,female,1,0,28,Southampton,"San Francisco, California, US",2
428,1,2,female,0,0,19,Southampton,"Los Angeles, US",2
429,0,3,male,0,0,28,Queenstown,New York City,3
430,1,3,male,0,0,32,Southampton,"San Francisco, US",3
431,1,1,male,0,0,28,Southampton,"Washington, DC, US",1
432,1,3,female,1,0,32,Southampton,"Clinton, New York, US",3
433,1,2,female,1,0,42,Southampton,New York City,2
434,0,3,male,0,0,17,Southampton,"Sudbury, Ontario, Canada",3
435,0,1,male,1,0,50,Cherbourg,"Duluth, Minnesota, US",1
436,1,1,female,1,2,13,Southampton,"Bryn Mawr, Pennsylvania, US",1
437,0,3,female,2,2,20,Southampton,"Essex County, New Jersey, US",3
438,1,2,female,2,3,23,Southampton,"Akron, Ohio, US",2
439,0,1,male,1,4,64,Southampton,"Winnipeg, Manitoba, Canada",1
440,0,2,male,0,0,31,Southampton,"Arlington, Virginia, US",2
441,1,2,female,1,1,48,Southampton,"Winnipeg, Manitoba, Canada",2
442,0,3,male,0,0,19,Southampton,"Detroit, Michigan, US",3
443,0,3,male,1,0,25,Southampton,"Chicago, Illinois, US",3
444,1,2,female,0,0,28,Southampton,New York City,2
445,1,3,male,0,0,29,Southampton,New York City,3
446,1,1,male,0,2,4,Southampton,"San Francisco, California, US",1
447,1,2,female,0,1,13,Southampton,"Bennington, Vermont, US",2
448,1,1,male,0,0,34,Southampton,"New York, New York, US",1
449,1,3,female,2,1,5,Cherbourg,"Brooklyn, New York, US",3
450,1,1,male,0,0,52,Southampton,"Toronto, Ontario, Canada",1
451,0,2,male,1,2,36,Southampton,"Gainesville, Florida, US",2
452,0,3,male,1,0,28,Southampton,"Belmar, New Jersey, US",3
453,0,1,male,0,0,30,Southampton,"New York, New York, US",1
454,1,1,male,1,0,47,Cherbourg,"New York, New York, US",1
455,0,3,male,0,0,24,Southampton,New York City,3
456,1,3,male,0,0,29,Cherbourg,"Galesburg, Illinois, US",3
457,0,1,male,0,0,65,Cherbourg,"East Bridgewater, Massachusetts, US",1
458,1,1,female,1,0,31,Southampton,"Pittsburgh, Pennsylvania, US",1
459,1,2,female,0,0,48,Southampton,"Indianapolis, Indiana, US",2
460,0,3,male,0,0,16,Queenstown,New York City,3
461,1,1,male,0,0,47,Southampton,"New York, New York, US",1
462,0,3,male,0,0,34,Southampton,New York City,3
463,0,1,male,0,0,47,Southampton,"Mexico City, Mexico",1
464,0,2,male,0,0,48,Southampton,"Oregon, Wisconsin, US",2
465,0,3,male,0,0,34,Southampton,New York City,3
466,0,3,male,0,0,37,Southampton,New York City,3
467,0,2,male,0,0,21,Belfast,New York City,2
468,0,1,male,0,0,56,Southampton,"New York, New York, US",1
469,0,3,male,0,0,22,Queenstown,New York City,3
470,1,3,female,2,1,0.75,Cherbourg,"Brooklyn, New York, US",3
471,0,3,male,0,0,39,Southampton,"Rahway, New Jersey, US",3
472,0,3,male,0,0,38,Southampton,"Chicago, Illinois, US",3
473,1,2,female,1,2,33,Southampton,"Gainesville, Florida, US",2
474,1,2,female,0,0,23,Southampton,New York City,2
475,0,3,female,0,0,22,Southampton,New York City,3
476,0,1,male,0,0,40,Southampton,"Stoughton, Massachusetts",1
477,0,2,male,1,0,33,Southampton,"Elizabeth, New Jersey, US",2
478,0,3,male,1,0,29,Southampton,"Qu'Appelle Valley, Saskatchewan, Canada",3
479,0,3,male,0,0,22,Southampton,"Palmer, Massachusetts, US",3
480,1,3,female,0,1,2,Southampton,"Monessen, Pennsylvania, US",3
481,0,3,male,5,2,10,Southampton,"Niagara Falls, New York, US",3
482,0,2,male,0,0,37,Belfast,New York City,2
483,0,3,male,0,0,50,Southampton,"Cleveland, Ohio, US",3
484,1,3,female,0,0,63,Southampton,"Hibbing, Minnesota, US",3
485,1,1,male,1,0,25,Cherbourg,"Dowagiac, Michigan, US",1
486,0,3,female,3,1,8,Southampton,"Mystic, Iowa, US",3
487,1,1,female,1,0,31,Southampton,"Stamford, Connecticut, US",1
488,0,1,male,0,0,58,Cherbourg,"Buffalo, New York, US",1
489,0,3,male,0,0,30,Southampton,"Canastota, New York, US",3
490,1,3,male,1,1,3,Southampton,"Brooklyn, New York, US",3
491,0,3,male,1,0,19,Southampton,"Belmar, New Jersey, US",3
492,0,3,male,0,0,21,Southampton,New York City,3
493,0,1,male,0,0,55,Southampton,"Montreal, Quebec, Canada",1
494,0,1,male,0,0,71,Cherbourg,"New York, New York, US",1
495,0,3,male,0,0,21,Southampton,"Cleveland, Ohio, US",3
496,0,3,male,0,0,26,Cherbourg,"Youngstown, Ohio, US",3
497,1,1,female,1,0,54,Cherbourg,"Brookline, Massachusetts, US",1
498,0,3,male,0,0,55,Southampton,"Troy, New York, US",3
499,0,1,female,1,2,25,Southampton,"Montreal, Quebec, Canada",1
500,0,3,male,0,0,24,Southampton,New York City,3
501,0,3,male,0,0,17,Southampton,"Sault Ste. Marie, Michigan, US",3
502,0,3,female,0,0,22,Queenstown,"Philadelphia, Pennsylvania, US",3
503,0,3,female,0,0,21,Queenstown,New York City,3
504,0,3,female,0,0,37,Southampton,New York City,3
505,1,1,female,0,0,20,Southampton,"Vancouver, British Columbia, Canada",1
506,0,1,male,1,0,24,Cherbourg,"New York, New York, US",1
507,1,2,female,0,2,33,Southampton,"Detroit, Michigan, US",2
508,1,1,male,0,0,37,Southampton,"Los Angeles, California, US",1
509,0,3,male,0,0,28,Southampton,New York City,3
510,1,3,male,0,0,26,Southampton,New York City,3
511,1,3,male,0,0,29,Queenstown,New York City,3
512,0,3,male,0,0,66,Southampton,"San Francisco, US",3
513,1,1,male,0,0,35,Southampton,"Philadelphia, Pennsylvania, US",1
514,1,1,female,1,0,54,Cherbourg,"New York, New York, US",1
515,0,3,male,0,0,24,Southampton,"Chicago, Illinois, US",3
516,0,1,male,0,0,48,Southampton,"East Orange, New Jersey, US",1
517,1,2,female,0,0,34,Southampton,"Chicago, Illinois, US",2
518,0,3,male,0,0,29,Queenstown,"Bronx, New York, US",3
519,1,2,female,1,0,36,Southampton,New York City,2
520,0,3,male,0,0,32,Southampton,"Harrisburg, Pennsylvania, US",3
521,1,1,female,0,0,33,Southampton,"Montreal, Quebec, Canada",1
522,0,3,male,0,0,21,Southampton,"St. Joseph, Minnesota, US",3
523,0,3,male,0,0,30,Cherbourg,"Waterbury, Connecticut, US",3
524,1,1,female,0,1,44,Cherbourg,"Chicago, Illinois, US",1
525,0,3,male,0,0,18,Cherbourg,New York City,3
526,0,3,male,0,0,25,Queenstown,New York City,3
527,1,2,female,0,0,50,Southampton,"Marietta, Ohio, US",2
528,0,1,male,0,0,57,Southampton,"New York, New York, US",1
529,0,3,male,0,0,39,Southampton,"Aberdeen, Washington, US",3
530,0,2,male,2,1,23,Southampton,"Akron, Ohio, US",2
531,1,2,female,1,1,2,Southampton,"Detroit, Michigan, US",2
532,0,3,male,0,0,17,Cherbourg,New York City,3
533,0,3,male,1,1,15,Cherbourg,"Ottawa, Ontario, Canada",3
534,1,3,female,0,2,24,Cherbourg,"Detroit, Michigan, US",3
535,0,3,female,0,0,30,Southampton,"Chicago, Illinois, US",3
536,1,2,female,0,2,7,Southampton,"Winnipeg, Manitoba, Canada",2
537,0,1,male,0,0,46,Southampton,"Washington, DC, US",1
538,1,1,female,0,0,27,Cherbourg,"Minneapolis, Minnesota, US",1
539,0,3,male,0,0,69,Southampton,"Groesbeck, Texas, US",3
540,1,1,female,0,2,22,Cherbourg,"New York, New York, US",1
541,1,1,female,0,2,39,Southampton,"Milwaukee, Wisconsin, US",1
542,0,3,female,4,2,9,Southampton,"Winnipeg, Manitoba, Canada",3
543,0,3,female,4,2,11,Southampton,"Winnipeg, Manitoba, Canada",3
544,1,2,male,1,0,32,Southampton,New York City,2
545,0,1,male,1,0,50,Cherbourg,"Minneapolis, Minnesota, US",1
546,0,1,male,0,0,64,Southampton,"New York, New York, US",1
547,1,2,female,1,0,19,Southampton,New York City,2
548,1,2,male,0,0,26,Cherbourg,"Havana, Cuba",2
549,0,3,male,1,1,33,Southampton,"Detroit, Michigan, US",3
550,1,2,male,1,1,8,Southampton,"Houghton, Michigan, US",2
551,1,1,male,0,2,17,Cherbourg,"Haverford, Pennsylvania, US",1
552,0,2,male,0,0,27,Southampton,New York City,2
553,0,3,male,0,0,21,Queenstown,New York City,3
554,1,3,male,0,0,22,Cherbourg,"Dayton, Ohio, US",3
555,1,3,female,0,0,22,Southampton,"Chicago, Illinois, US",3
556,0,1,male,0,0,62,Southampton,"Halifax, Nova Scotia, Canada",1
557,1,1,female,1,0,48,Cherbourg,"New York, New York, US",1
559,1,1,female,1,1,39,Southampton,"New York, New York, US",1
560,1,3,female,1,0,36,Southampton,"Tampico, Montana, US",3
561,0,3,male,0,0,30,Queenstown,"Gleichen, Alberta, Canada",3
562,0,3,male,0,0,40,Southampton,"Harrisburg, Pennsylvania, US",3
563,0,2,male,0,0,28,Southampton,"Houghton, Michigan, US",2
564,0,3,male,0,0,39,Southampton,New York City,3
565,0,3,female,0,0,63,Southampton,New York City,3
566,0,3,male,2,0,24,Southampton,"Pontiac, Michigan, US",3
567,0,3,male,0,0,19,Southampton,"Chicago, Illinois, US",3
568,0,3,female,0,4,29,Southampton,"Chicago, Illinois, US",3
569,0,3,male,0,0,28,Cherbourg,"Youngstown, Ohio, US",3
570,1,3,male,0,0,32,Southampton,"Huntley, Illinois, US",3
571,1,2,male,0,0,62,Southampton,New York City,2
572,1,1,female,2,0,53,Southampton,"New York, New York, US",1
573,1,1,male,0,0,36,Southampton,"Brooklyn, New York, US",1
574,1,3,female,0,0,22,Queenstown,New York City,3
575,0,3,male,0,0,16,Southampton,"Detroit, Michigan, US",3
576,0,3,male,0,0,19,Southampton,"Kitchener, Ontario, Canada",3
577,1,2,female,0,0,34,Southampton,"Brooklyn, New York, US",2
578,1,1,female,1,0,39,Cherbourg,"Duluth, Minnesota, US",1
579,0,3,female,1,0,18,Cherbourg,"Ottawa, Ontario, Canada",3
580,1,3,male,0,0,32,Southampton,"Monessen, Pennsylvania, US",3
581,1,2,female,1,1,25,Southampton,"Montreal, Quebec, Canada",2
582,1,1,female,1,1,39,Cherbourg,"Haverford, Pennsylvania, US",1
583,0,2,male,0,0,55,Southampton,"Rochester, New York, US",2
584,0,1,male,0,0,36,Southampton,"Winnipeg, Manitoba, Canada",1
585,0,3,male,0,0,16,Cherbourg,New York City,3
586,1,1,female,0,2,18,Southampton,"New York, New York, US",1
587,0,2,male,0,0,47,Southampton,New York City,2
588,1,1,male,1,1,60,Cherbourg,"New York, New York, US",1
589,0,3,male,0,0,22,Southampton,"Chicago, Illinois, US",3
590,0,3,male,0,0,22,Southampton,New York City,3
591,0,3,male,0,0,35,Southampton,"Sudbury, Ontario, Canada",3
592,1,1,female,1,0,52,Cherbourg,"Haverford, Pennsylvania, US",1
593,0,3,male,0,0,47,Southampton,"Gurnee, Illinois, US",3
594,0,3,female,0,2,40,Queenstown,"Chicago, Illinois, US",3
595,0,2,male,1,0,36,Southampton,"Spokane, Washington, US",2
596,0,3,male,1,1,36,Southampton,"Detroit, Michigan, US",3
597,1,2,female,0,0,31,Southampton,"Chicago, Illinois, US",2
598,0,3,male,0,0,49,Southampton,New York City,3
599,0,3,male,0,0,18,Cherbourg,"Ottawa, Ontario, Canada",3
600,1,1,male,1,0,49,Cherbourg,"New York, New York, US",1
601,1,2,female,2,1,24,Southampton,"Montreal, Quebec, Canada",2
602,0,3,male,0,0,42,Southampton,New York City,3
603,0,1,male,0,0,37,Southampton,"Washington, DC, US",1
604,0,3,male,0,0,44,Southampton,New York City,3
605,1,1,male,0,0,40,Southampton,"Indianapolis, Indiana, US",1
606,0,3,male,1,0,36,Southampton,"Hartford, Connecticut, US",3
607,0,3,male,0,0,30,Southampton,"Youngstown, Ohio, US",3
608,1,1,male,0,0,27,Southampton,"Philadelphia, Pennsylvania, US",1
609,1,2,female,1,2,22,Cherbourg,"Cap-Ha?ien, Haiti",2
610,1,1,female,0,0,40,Southampton,"Greenwich, Connecticut, US",1
611,0,3,female,1,5,39,Southampton,"Winnipeg, Manitoba, Canada",3
612,0,3,male,0,0,21,Southampton,New York City,3
613,1,3,female,1,0,25,Queenstown,"Philadelphia, Pennsylvania, US",3
614,0,3,male,0,0,22,Queenstown,New York City,3
615,0,3,male,0,0,35,Southampton,New York City,3
616,1,2,female,1,2,24,Southampton,"Bernardsville, New Jersey, US",2
617,0,3,male,1,1,34,Southampton,"Stanton, Iowa, US",3
618,0,3,female,1,0,26,Southampton,"Scranton, Pennsylvania, US",3
619,1,2,female,2,1,4,Southampton,"Benton Harbor, Michigan, US",2
620,0,2,male,0,0,26,Southampton,"Elizabeth, New Jersey, US",2
621,0,3,male,1,0,27,Cherbourg,"Wilkes-Barre, Pennsylvania, US",3
622,1,1,male,1,0,42,Southampton,"Boston, Massachusetts, US",1
623,1,3,male,1,1,20,Cherbourg,"Waterbury, Connecticut, US",3
624,0,3,male,0,0,21,Southampton,"Racine, Wisconsin, US",3
625,0,3,male,0,0,20,Southampton,New York City,3
626,0,1,male,0,0,61,Southampton,"Haddonfield, New Jersey, US",1
627,0,2,male,0,0,52,Queenstown,"Tuxford, Saskatchewan, Canada",2
628,1,1,female,0,0,21,Cherbourg,"Hudson, New York, US",1
629,0,3,male,0,0,26,Southampton,"Chicago, Illinois, US",3
630,0,3,male,0,0,17,Queenstown,New York City,3
631,1,1,male,0,0,47,Southampton,"New York, New York, US",1
632,0,3,male,0,0,51,Southampton,"Spokane, Washington, US",3
633,1,1,male,0,0,32,Southampton,"New York, New York, US",1
634,0,1,male,0,0,29,Belfast,"New York, New York, US",1
635,0,3,female,3,2,9,Southampton,"Iron Mountain, Michigan, US",3
636,1,2,female,0,0,28,Southampton,"Tottenville, New York, US",2
637,0,3,male,0,0,32,Southampton,New York City,3
638,0,2,male,1,1,31,Southampton,"Payette, Idaho, US",2
639,0,3,female,0,5,41,Southampton,"Coal Center, Pennsylvania, US",3
640,0,3,male,1,0,36,Southampton,"Clinton, New York, US",3
641,0,3,male,0,0,20,Southampton,"Portland, Oregon, US",3
642,1,1,female,0,0,24,Cherbourg,"New York, New York, US",1
643,0,3,female,3,2,2,Southampton,"Iron Mountain, Michigan, US",3
644,1,3,male,0,0,32,Southampton,New York City,3
645,1,3,female,2,1,4,Cherbourg,"Brooklyn, New York, US",3
646,1,1,male,1,0,48,Cherbourg,"New York, New York, US",1
647,0,3,male,0,0,19,Southampton,"Great Falls, Montana, US",3
648,1,1,male,0,0,56,Southampton,"New York, New York, US",1
649,0,3,male,0,0,18,Southampton,"Schenectady, New York, US",3
650,1,3,female,0,0,24,Southampton,"New Haven, Connecticut, US",3
651,0,3,male,0,0,23,Southampton,"Chicago, Illinois, US",3
652,1,2,female,0,1,19,Southampton,New York City,2
653,0,3,male,0,0,21,Southampton,"Story City, Iowa, US",3
654,1,3,female,0,0,16,Queenstown,New York City,3
655,0,3,female,0,0,18,Queenstown,"Charlestown, US",3
656,0,2,male,2,0,24,Southampton,"Eden, Manitoba, Canada",2
657,0,3,male,0,0,27,Southampton,"Chicago, Illinois, US",3
658,0,3,female,1,1,32,Queenstown,"Chicago, Illinois, US",3
659,0,2,male,0,0,23,Southampton,"Detroit, Michigan, US",2
660,0,1,male,0,2,58,Cherbourg,"Lexington, Massachusetts, US",1
661,1,1,male,2,0,49,Southampton,"New York, New York, US",1
662,0,3,male,0,0,40,Cherbourg,New York City,3
663,0,1,male,0,0,37,Southampton,"Vancouver, British Columbia, Canada",1
664,0,3,male,0,0,36,Southampton,"Chicago, Illinois, US",3
665,1,3,male,1,0,20,Southampton,"Monessen, Pennsylvania, US",3
666,0,2,male,2,0,30,Southampton,"The Pas, Manitoba, Canada",2
667,0,2,male,0,0,25,Southampton,New York City,2
668,0,3,male,0,0,49,Southampton,New York City,3
669,0,3,male,0,0,43,Southampton,New York City,3
670,1,1,female,1,0,48,Southampton,"East Orange, New Jersey, US",1
671,1,2,female,1,1,40,Southampton,"Seattle, Washington, US",2
672,0,1,male,1,0,31,Southampton,"Montreal, Quebec, Canada",1
673,0,2,male,0,0,71,Southampton,"Toledo, Ohio, US",2
674,1,2,male,0,0,32,Southampton,New York City,2
675,0,2,male,0,0,15,Belfast,New York City,2
676,0,3,male,0,0,18,Southampton,"Joliet, Illinois, US",3
677,0,3,male,0,0,33,Southampton,"Halley, Michigan, US",3
678,1,3,female,0,0,18,Southampton,"Ashtabula, Ohio, US",3
679,0,3,female,1,6,43,Southampton,"Niagara Falls, New York, US",3
680,1,1,male,0,1,36,Cherbourg,"Germantown, Pennsylvania, US",1
681,0,3,female,0,0,26,Queenstown,New York City,3
682,1,1,male,0,0,27,Cherbourg,"New York, New York, US",1
683,0,3,male,0,0,20,Southampton,"Carneron, US",3
684,0,3,male,5,2,14,Southampton,"Niagara Falls, New York, US",3
685,0,2,male,1,1,60,Southampton,"Seattle, Washington, US",2
686,0,2,male,1,2,25,Cherbourg,"Cap-Ha?ien, Haiti",2
687,0,3,male,4,1,15,Southampton,"Coal Center, Pennsylvania, US",3
688,0,3,male,0,0,19,Southampton,New York City,3
689,0,3,male,0,0,18,Southampton,New York City,3
690,1,1,female,0,1,16,Southampton,"St Louis, Missouri, US",1
691,1,1,male,1,0,31,Southampton,"Calgary, Alberta, Canada",1
692,1,3,female,0,1,4,Southampton,"Galesburg, Illinois, US",3
693,1,3,male,0,0,37,Southampton,New York City,3
694,0,3,male,0,0,25,Cherbourg,"Ottawa, Ontario, Canada",3
695,0,1,male,0,0,59,Southampton,"New York, New York, US",1
696,0,2,male,0,0,52,Southampton,"Bronx, New York, US",2
697,0,3,male,0,0,44,Queenstown,"New Haven, Connecticut, US",3
698,1,3,female,0,0,19,Queenstown,New York City,3
699,0,1,male,1,1,49,Cherbourg,"Haverford, Pennsylvania, US",1
700,0,3,male,0,0,42,Southampton,"Milwaukee, Wisconsin, US",3
701,1,1,female,1,0,18,Cherbourg,"New York, New York, US",1
702,1,1,male,0,0,35,Southampton,"St Louis, Missouri, US",1
703,0,3,female,0,1,12,Cherbourg,"Ottawa, Ontario, Canada",3
704,0,3,male,0,0,29,Queenstown,New York City,3
705,0,3,male,1,0,26,Southampton,"Racine, Wisconsin, US",3
706,0,2,male,0,0,38,Southampton,"Los Angeles, US",2
707,1,2,female,0,0,45,Southampton,New York City,2
708,1,1,male,0,0,42,Southampton,"New York, New York, US",1
709,1,1,female,0,0,22,Southampton,"Montreal, Quebec, Canada",1
710,1,3,male,1,1,4,Cherbourg,"Houtzdale, Pennsylvania, US",3
711,1,1,female,0,0,24,Cherbourg,"Montreal, Quebec, Canada",1
712,0,1,male,0,0,45,Southampton,"Portland, Oregon, US",1
713,1,1,male,1,0,48,Southampton,"East Orange, New Jersey, US",1
714,0,3,male,0,0,29,Southampton,"Stamford, Connecticut, US",3
715,0,2,male,0,0,52,Southampton,"Bronx, New York, US",2
716,0,3,male,0,0,19,Southampton,"Minneapolis, Minnesota, US",3
717,1,1,female,0,0,39,Cherbourg,"New York, New York, US",1
718,1,2,female,0,0,27,Southampton,"Auburndale, Florida, US",2
719,0,3,male,0,0,19,Queenstown,New York City,3
720,0,3,male,0,0,33,Southampton,"Minneapolis, Minnesota, US",3
721,1,2,female,0,1,6,Southampton,"Chicago, Illinois, US",2
722,0,3,male,1,0,17,Southampton,"Portland, Oregon, US",3
723,0,2,male,0,0,34,Southampton,"Vancouver, British Columbia, Canada",2
724,0,2,male,0,0,50,Southampton,"Boston, Massachusetts, US",2
725,1,1,male,1,0,27,Southampton,"New York, New York, US",1
726,0,3,male,0,0,20,Southampton,"Chicago, Illinois, US",3
727,1,2,female,3,0,30,Southampton,"Elizabeth, New Jersey, US",2
728,1,3,female,0,0,28,Queenstown,New York City,3
729,0,2,male,1,0,25,Southampton,"Rockford, Illinois, US",2
730,0,3,female,1,0,25,Southampton,New York City,3
731,1,1,female,0,0,29,Southampton,"St Louis, Missouri, US",1
732,0,3,male,0,0,11,Cherbourg,"Fredericksburg, Virginia, US",3
733,0,2,male,0,0,39,Belfast,New York City,2
734,0,2,male,0,0,23,Southampton,"Calumet, Michigan, US",2
735,0,2,male,0,0,23,Southampton,New York City,2
736,0,3,male,0,0,28,Southampton,New York City,3
737,0,3,female,1,3,48,Southampton,"Essex County, New Jersey, US",3
738,1,1,male,0,0,35,Cherbourg,"Germantown, Pennsylvania, US",1
739,0,3,male,0,0,20,Southampton,"Chicago, Illinois, US",3
740,0,3,male,0,0,32,Southampton,"Chicago, Illinois, US",3
741,1,1,male,0,0,45,Southampton,"New York, New York, US",1
742,0,1,male,1,0,36,Southampton,"New York, New York, US",1
743,1,1,female,2,2,21,Cherbourg,"Cooperstown, New York, US",1
744,0,3,male,1,0,27,Southampton,"Philadelphia, Pennsylvania, US",3
745,1,3,male,0,0,31,Southampton,"Duluth, Minnesota, US",3
746,0,1,male,1,1,70,Southampton,"Milwaukee, Wisconsin, US",1
747,0,3,male,1,1,16,Southampton,"East Providence, Rhode Island, US",3
748,1,2,female,0,0,30,Southampton,"Brighton, Boston, Massachusetts, US",2
749,0,1,male,1,0,18,Southampton,"New York, New York, US",1
750,0,3,male,0,0,31,Queenstown,"Brooklyn, New York, US",3
751,1,2,female,1,1,4,Southampton,"Akron, Ohio, US",2
752,1,3,male,0,1,7,Southampton,"Chicago, Illinois, US",3
753,0,3,male,0,0,35,Southampton,New York City,3
754,0,3,male,0,0,23,Southampton,"Chicago, Illinois, US",3
755,1,2,female,1,2,48,Southampton,"Bernardsville, New Jersey, US",2
756,1,2,male,1,1,1,Southampton,"Detroit, Michigan, US",2
757,0,3,male,0,0,24,Southampton,"Tower, Minnesota, US",3
758,0,2,male,0,0,18,Southampton,"Akron, Ohio, US",2
759,0,3,male,0,0,34,Southampton,"Detroit, Michigan, US",3
760,1,1,female,0,0,34,Southampton,"Vancouver, British Columbia, Canada",1
761,0,3,male,0,0,21,Southampton,"Kitchener, Ontario, Canada",3
762,0,3,male,0,0,41,Southampton,"Sudbury, Ontario, Canada",3
763,1,3,male,0,0,27,Cherbourg,"Wilkes-Barre, Pennsylvania, US",3
764,1,1,female,1,2,36,Southampton,"Bryn Mawr, Pennsylvania, US",1
765,0,3,male,0,0,16,Southampton,"Jerome Junction, Arizona, US",3
766,1,1,female,1,0,51,Cherbourg,"Hudson, New York, US",1
767,0,1,male,0,0,45,Cherbourg,"Philadelphia, Pennsylvania, US",1
768,0,3,female,0,0,32,Queenstown,"Chicago, Illinois, US",3
769,0,3,male,1,0,27,Queenstown,"Brooklyn, New York, US",3
770,0,3,male,0,0,32,Southampton,"Portland, North Dakota, US",3
771,0,3,male,0,0,24,Southampton,"Detroit, Michigan, US",3
772,0,3,male,0,0,48,Southampton,"Portland, Oregon, US",3
773,0,2,female,0,0,57,Southampton,New York City,2
774,0,3,male,0,0,29,Cherbourg,New York City,3
775,1,2,female,1,3,54,Southampton,"Akron, Ohio, US",2
776,0,3,male,0,0,18,Southampton,"Chicago, Illinois, US",3
777,0,3,male,0,0,20,Queenstown,New York City,3
778,1,3,female,0,0,6,Southampton,New York City,3
779,0,3,male,0,0,22,Queenstown,New York City,3
780,1,1,female,0,1,43,Southampton,"St Louis, Missouri, US",1
781,1,3,female,0,0,15,Cherbourg,"Owen Sound, Ontario, Canada",3
782,1,1,female,1,0,17,Southampton,"Calgary, Alberta, Canada",1
783,0,1,male,0,0,29,Southampton,"Springfield, Massachusetts, US",1
784,0,3,male,1,2,35,Southampton,"New London, Connecticut, US",3
785,0,3,male,0,0,25,Southampton,New York City,3
786,0,3,male,0,0,25,Southampton,"Montreal, Quebec, Canada",3
787,1,3,female,0,0,18,Southampton,"Olympia, Washington, US",3
788,0,3,male,4,1,8,Queenstown,"Spokane, Washington, US",3
789,1,3,male,1,2,1,Southampton,"Wichita, Kansas, US",3
790,0,1,male,0,0,46,Cherbourg,"New York, New York, US",1
791,0,3,male,0,0,23,Queenstown,"Auburndale, Florida, US",3
792,0,2,male,0,0,18,Southampton,"Montreal, Quebec, Canada",2
793,0,3,female,8,2,20,Southampton,"Jacksonville, Florida, US",3
794,0,1,male,0,0,42,Cherbourg,"New York, New York, US",1
795,0,3,male,0,0,25,Southampton,"Chicago, Illinois, US",3
796,0,2,male,0,0,39,Southampton,"Middleburg Heights, Ohio, US",2
797,1,1,female,0,0,49,Southampton,"New York, New York, US",1
798,1,3,female,0,0,31,Southampton,"Steelton, Pennsylvania, US",3
799,0,3,male,0,0,33,Cherbourg,New York City,3
800,0,3,female,1,1,30,Southampton,"Detroit, Michigan, US",3
801,0,2,male,0,0,34,Southampton,New York City,2
802,1,2,female,1,1,31,Southampton,"Payette, Idaho, US",2
803,1,1,male,1,2,11,Southampton,"Bryn Mawr, Pennsylvania, US",1
804,1,3,male,0,1,0.42,Cherbourg,"Wilkes Barre, Pennsylvania, US",3
805,1,3,male,0,0,27,Southampton,"St. Paul, Minnesota, US",3
806,0,3,male,0,0,31,Southampton,"Duluth, Minnesota, US",3
807,0,1,male,0,0,39,Belfast,"New York, New York, US",1
808,0,3,female,0,0,18,Southampton,"Iron Mountain, Michigan, US",3
809,0,2,male,0,0,31,Southampton,New York City,2
810,1,1,female,1,0,32,Southampton,"New York, New York, US",1
811,0,3,male,0,0,23,Southampton,"Albion, Michigan, US",3
812,0,3,male,0,0,39,Southampton,"Pontiac, Michigan, US",3
813,0,2,male,0,0,35,Southampton,"Nashua, New Hampshire, US",2
814,0,3,female,4,2,6,Southampton,"Winnipeg, Manitoba, Canada",3
815,0,3,male,0,0,22,Southampton,"Des Moines, Iowa, US",3
816,0,1,male,0,0,39,Southampton,"New York, New York, US",1
817,0,3,female,0,0,23,Southampton,New York City,3
818,0,2,male,1,1,31,Cherbourg,"Montreal, Quebec, Canada",2
819,0,3,male,0,0,43,Southampton,New York City,3
820,0,3,male,3,2,11,Southampton,"Iron Mountain, Michigan, US",3
821,1,1,female,1,1,52,Southampton,"Montreal, Quebec, Canada",1
822,1,3,male,0,0,29,Southampton,"Chicago, Illinois, US",3
823,0,1,male,0,0,38,Southampton,"New York, New York, US",1
824,1,3,female,0,1,29,Southampton,"Chicago, Illinois, US",3
825,0,3,male,4,1,2,Southampton,"Coal Center, Pennsylvania, US",3
826,0,3,male,0,0,42,Queenstown,"Pittsburgh, Pennsylvania, US",3
827,0,3,male,0,0,23,Southampton,New York City,3
828,1,2,male,0,2,1,Cherbourg,"Montreal, Quebec, Canada",2
829,1,3,male,0,0,19,Queenstown,"Guttenberg, New Jersey, US",3
830,1,1,female,0,0,62,Southampton,"New York, New York, US",1
831,1,3,female,1,0,15,Cherbourg,"Wilkes-Barre, Pennsylvania, US",3
832,1,2,male,1,1,0.75,Southampton,"Akron, Ohio, US",2
833,0,3,male,0,0,30,Cherbourg,New York City,3
834,0,3,male,0,0,23,Southampton,"Bloomington, Indiana, US",3
835,0,3,male,0,0,15,Southampton,New York City,3
836,1,1,female,1,1,39,Cherbourg,"Lakewood, New Jersey, US",1
837,0,3,male,0,0,21,Southampton,"Aurora, Illinois, US",3
838,0,3,male,0,0,20,Southampton,New York City,3
839,1,3,male,0,0,32,Southampton,New York City,3
840,1,1,male,0,0,28,Cherbourg,"New York, New York, US",1
841,0,3,male,0,0,19,Southampton,"Astoria, Oregon, US",3
