,PassengerId,Survived,Pclass,Sex,SibSp,Parch,Age,Boarded,Destination,Class
371,375,0,3,female,3,1,3.0,Southampton,"Chicago, Illinois, US",3
372,376,1,1,female,1,0,25.0,Cherbourg,"New York, New York, US",1
373,377,1,3,female,0,0,22.0,Southampton,New York City,3
374,378,0,1,male,0,2,27.0,Southampton,"Philadelphia, Pennsylvania, US",1
375,379,0,3,male,0,0,20.0,Cherbourg,"Waterbury, Connecticut, US",3
376,380,0,3,male,0,0,19.0,Southampton,"Aberdeen, South Dakota, US",3
377,381,1,1,female,0,0,46.0,Cherbourg,"New York, New York, US",1
378,382,1,3,female,0,2,1.0,Cherbourg,"Waterbury, Connecticut, US",3
379,383,0,3,male,0,0,32.0,Southampton,New York City,3
380,384,1,1,female,1,0,35.0,Southampton,"New York, New York, US",1
381,385,0,3,male,0,0,27.0,Southampton,"Tulsa, Oklahoma, US",3
382,386,0,2,male,0,0,21.0,Southampton,"Eden, Manitoba, Canada",2
383,387,0,3,male,5,2,1.0,Southampton,"Niagara Falls, New York, US",3
384,388,1,2,female,0,0,36.0,Southampton,"San Francisco, US",2
385,389,0,3,male,0,0,20.0,Queenstown,"Lakewood Township, New Jersey, US",3
386,390,1,2,female,0,0,17.0,Cherbourg,"Central City, Iowa, US",2
387,391,1,1,male,1,2,36.0,Southampton,"Bryn Mawr, Pennsylvania, US",1
388,392,1,3,male,0,0,21.0,Southampton,"Swedeburg, Nebraska, US",3
389,393,0,3,male,2,0,28.0,Southampton,New York City,3
390,394,1,1,female,1,0,23.0,Cherbourg,"Lexington, Massachusetts, US",1
391,395,1,3,female,0,2,24.0,Southampton,"San Francisco, US",3
392,396,0,3,male,0,0,22.0,Southampton,"St. Paul, Minnesota, US",3
393,397,0,3,female,0,0,31.0,Southampton,"St. Paul, Minnesota, US",3
394,398,0,2,male,0,0,46.0,Southampton,"Rochester, New York, US",2
395,399,0,2,male,0,0,23.0,Southampton,"Hamilton, Ontario, Canada",2
396,400,1,2,female,0,0,26.0,Southampton,"Columbus, Ohio, US",2
397,401,1,3,male,0,0,39.0,Southampton,"Boston, Massachusetts, US",3
398,402,0,3,male,0,0,26.0,Southampton,"La Porte City, Iowa, US",3
399,403,0,3,female,1,0,21.0,Southampton,New York City,3
400,404,0,3,male,1,0,28.0,Southampton,"Monessen, Pennsylvania, US",3
401,405,0,3,female,0,0,20.0,Southampton,"Chicago, Illinois, US",3
402,406,0,2,male,1,0,33.0,Southampton,"Clear Creek, Colorado, US",2
403,407,0,3,male,0,0,51.0,Southampton,New York City,3
404,408,1,2,male,1,1,3.0,Southampton,"Akron, Ohio, US",2
405,409,0,3,male,0,0,21.0,Southampton,New York City,3
406,410,0,3,female,3,1,3.0,Southampton,"Mystic, Iowa, US",3
407,411,0,3,male,0,0,42.0,Southampton,"Chicago, Illinois, US",3
408,412,0,3,male,0,0,27.0,Queenstown,"Boston, Massachusetts, US",3
409,413,1,1,female,1,0,33.0,Southampton,"Fond du Lac, Wisconsin, US",1
410,414,0,2,male,0,0,21.0,Belfast,New York City,2
411,415,1,3,male,0,0,44.0,Southampton,"Cheyenne, Wyoming, US",3
412,416,0,3,female,0,0,31.0,Southampton,New York City,3
413,417,1,2,female,1,1,34.0,Southampton,"Greenport, New York, US",2
414,418,1,2,female,0,2,17.0,Southampton,"Minneapolis, Minnesota, US",2
415,419,0,2,male,0,0,30.0,Southampton,"La Salle, Illinois, US",2
416,420,0,3,female,0,2,10.0,Southampton,"Detroit, Michigan, US",3
417,422,0,3,male,0,0,28.0,Queenstown,New York City,3
418,423,0,3,male,0,0,29.0,Southampton,"Saskatoon, Saskatchewan, Canada",3
419,424,0,3,female,1,1,28.0,Southampton,"Stanton, Iowa, US",3
420,425,0,3,male,1,1,18.0,Southampton,"Astoria, Oregon, US",3
421,426,0,3,male,0,0,54.0,Southampton,"Quebec City, Quebec, Canada",3
422,427,1,2,female,1,0,28.0,Southampton,"San Francisco, California, US",2
423,428,1,2,female,0,0,19.0,Southampton,"Los Angeles, US",2
424,429,0,3,male,0,0,28.0,Queenstown,New York City,3
425,430,1,3,male,0,0,32.0,Southampton,"San Francisco, US",3
426,431,1,1,male,0,0,28.0,Southampton,"Washington, DC, US",1
427,432,1,3,female,1,0,32.0,Southampton,"Clinton, New York, US",3
428,433,1,2,female,1,0,42.0,Southampton,New York City,2
429,434,0,3,male,0,0,17.0,Southampton,"Sudbury, Ontario, Canada",3
430,435,0,1,male,1,0,50.0,Cherbourg,"Duluth, Minnesota, US",1
431,436,1,1,female,1,2,13.0,Southampton,"Bryn Mawr, Pennsylvania, US",1
432,437,0,3,female,2,2,20.0,Southampton,"Essex County, New Jersey, US",3
433,438,1,2,female,2,3,23.0,Southampton,"Akron, Ohio, US",2
434,439,0,1,male,1,4,64.0,Southampton,"Winnipeg, Manitoba, Canada",1
435,440,0,2,male,0,0,31.0,Southampton,"Arlington, Virginia, US",2
436,441,1,2,female,1,1,48.0,Southampton,"Winnipeg, Manitoba, Canada",2
437,442,0,3,male,0,0,19.0,Southampton,"Detroit, Michigan, US",3
438,443,0,3,male,1,0,25.0,Southampton,"Chicago, Illinois, US",3
439,444,1,2,female,0,0,28.0,Southampton,New York City,2
440,445,1,3,male,0,0,29.0,Southampton,New York City,3
441,446,1,1,male,0,2,4.0,Southampton,"San Francisco, California, US",1
442,447,1,2,female,0,1,13.0,Southampton,"Bennington, Vermont, US",2
443,448,1,1,male,0,0,34.0,Southampton,"New York, New York, US",1
444,449,1,3,female,2,1,5.0,Cherbourg,"Brooklyn, New York, US",3
445,450,1,1,male,0,0,52.0,Southampton,"Toronto, Ontario, Canada",1
446,451,0,2,male,1,2,36.0,Southampton,"Gainesville, Florida, US",2
447,452,0,3,male,1,0,28.0,Southampton,"Belmar, New Jersey, US",3
448,453,0,1,male,0,0,30.0,Southampton,"New York, New York, US",1
449,454,1,1,male,1,0,47.0,Cherbourg,"New York, New York, US",1
450,455,0,3,male,0,0,24.0,Southampton,New York City,3
451,456,1,3,male,0,0,29.0,Cherbourg,"Galesburg, Illinois, US",3
452,457,0,1,male,0,0,65.0,Cherbourg,"East Bridgewater, Massachusetts, US",1
453,458,1,1,female,1,0,31.0,Southampton,"Pittsburgh, Pennsylvania, US",1
454,459,1,2,female,0,0,48.0,Southampton,"Indianapolis, Indiana, US",2
455,460,0,3,male,0,0,16.0,Queenstown,New York City,3
456,461,1,1,male,0,0,47.0,Southampton,"New York, New York, US",1
457,462,0,3,male,0,0,34.0,Southampton,New York City,3
458,463,0,1,male,0,0,47.0,Southampton,"Mexico City, Mexico",1
459,464,0,2,male,0,0,48.0,Southampton,"Oregon, Wisconsin, US",2
460,465,0,3,male,0,0,34.0,Southampton,New York City,3
461,466,0,3,male,0,0,37.0,Southampton,New York City,3
462,467,0,2,male,0,0,21.0,Belfast,New York City,2
463,468,0,1,male,0,0,56.0,Southampton,"New York, New York, US",1
464,469,0,3,male,0,0,22.0,Queenstown,New York City,3
465,470,1,3,female,2,1,0.75,Cherbourg,"Brooklyn, New York, US",3
466,471,0,3,male,0,0,39.0,Southampton,"Rahway, New Jersey, US",3
467,472,0,3,male,0,0,38.0,Southampton,"Chicago, Illinois, US",3
468,473,1,2,female,1,2,33.0,Southampton,"Gainesville, Florida, US",2
469,474,1,2,female,0,0,23.0,Southampton,New York City,2
470,475,0,3,female,0,0,22.0,Southampton,New York City,3
471,476,0,1,male,0,0,40.0,Southampton,"Stoughton, Massachusetts",1
472,477,0,2,male,1,0,33.0,Southampton,"Elizabeth, New Jersey, US",2
473,478,0,3,male,1,0,29.0,Southampton,"Qu'Appelle Valley, Saskatchewan, Canada",3
474,479,0,3,male,0,0,22.0,Southampton,"Palmer, Massachusetts, US",3
475,480,1,3,female,0,1,2.0,Southampton,"Monessen, Pennsylvania, US",3
476,481,0,3,male,5,2,10.0,Southampton,"Niagara Falls, New York, US",3
477,482,0,2,male,0,0,37.0,Belfast,New York City,2
478,483,0,3,male,0,0,50.0,Southampton,"Cleveland, Ohio, US",3
479,484,1,3,female,0,0,63.0,Southampton,"Hibbing, Minnesota, US",3
480,485,1,1,male,1,0,25.0,Cherbourg,"Dowagiac, Michigan, US",1
481,486,0,3,female,3,1,8.0,Southampton,"Mystic, Iowa, US",3
482,487,1,1,female,1,0,31.0,Southampton,"Stamford, Connecticut, US",1
483,488,0,1,male,0,0,58.0,Cherbourg,"Buffalo, New York, US",1
484,489,0,3,male,0,0,30.0,Southampton,"Canastota, New York, US",3
485,490,1,3,male,1,1,3.0,Southampton,"Brooklyn, New York, US",3
486,491,0,3,male,1,0,19.0,Southampton,"Belmar, New Jersey, US",3
487,492,0,3,male,0,0,21.0,Southampton,New York City,3
488,493,0,1,male,0,0,55.0,Southampton,"Montreal, Quebec, Canada",1
489,494,0,1,male,0,0,71.0,Cherbourg,"New York, New York, US",1
490,495,0,3,male,0,0,21.0,Southampton,"Cleveland, Ohio, US",3
491,496,0,3,male,0,0,26.0,Cherbourg,"Youngstown, Ohio, US",3
492,497,1,1,female,1,0,54.0,Cherbourg,"Brookline, Massachusetts, US",1
493,498,0,3,male,0,0,55.0,Southampton,"Troy, New York, US",3
494,499,0,1,female,1,2,25.0,Southampton,"Montreal, Quebec, Canada",1
495,500,0,3,male,0,0,24.0,Southampton,New York City,3
496,501,0,3,male,0,0,17.0,Southampton,"Sault Ste. Marie, Michigan, US",3
497,502,0,3,female,0,0,22.0,Queenstown,"Philadelphia, Pennsylvania, US",3
498,503,0,3,female,0,0,21.0,Queenstown,New York City,3
499,504,0,3,female,0,0,37.0,Southampton,New York City,3
500,505,1,1,female,0,0,20.0,Southampton,"Vancouver, British Columbia, Canada",1
501,506,0,1,male,1,0,24.0,Cherbourg,"New York, New York, US",1
502,507,1,2,female,0,2,33.0,Southampton,"Detroit, Michigan, US",2
503,508,1,1,male,0,0,37.0,Southampton,"Los Angeles, California, US",1
504,509,0,3,male,0,0,28.0,Southampton,New York City,3
505,510,1,3,male,0,0,26.0,Southampton,New York City,3
506,511,1,3,male,0,0,29.0,Queenstown,New York City,3
507,512,0,3,male,0,0,66.0,Southampton,"San Francisco, US",3
508,513,1,1,male,0,0,35.0,Southampton,"Philadelphia, Pennsylvania, US",1
509,514,1,1,female,1,0,54.0,Cherbourg,"New York, New York, US",1
510,515,0,3,male,0,0,24.0,Southampton,"Chicago, Illinois, US",3
511,516,0,1,male,0,0,48.0,Southampton,"East Orange, New Jersey, US",1
512,517,1,2,female,0,0,34.0,Southampton,"Chicago, Illinois, US",2
513,518,0,3,male,0,0,29.0,Queenstown,"Bronx, New York, US",3
514,519,1,2,female,1,0,36.0,Southampton,New York City,2
515,520,0,3,male,0,0,32.0,Southampton,"Harrisburg, Pennsylvania, US",3
516,521,1,1,female,0,0,33.0,Southampton,"Montreal, Quebec, Canada",1
517,522,0,3,male,0,0,21.0,Southampton,"St. Joseph, Minnesota, US",3
518,523,0,3,male,0,0,30.0,Cherbourg,"Waterbury, Connecticut, US",3
519,524,1,1,female,0,1,44.0,Cherbourg,"Chicago, Illinois, US",1
520,525,0,3,male,0,0,18.0,Cherbourg,New York City,3
521,526,0,3,male,0,0,25.0,Queenstown,New York City,3
522,527,1,2,female,0,0,50.0,Southampton,"Marietta, Ohio, US",2
523,528,0,1,male,0,0,57.0,Southampton,"New York, New York, US",1
524,529,0,3,male,0,0,39.0,Southampton,"Aberdeen, Washington, US",3
525,530,0,2,male,2,1,23.0,Southampton,"Akron, Ohio, US",2
526,531,1,2,female,1,1,2.0,Southampton,"Detroit, Michigan, US",2
527,532,0,3,male,0,0,17.0,Cherbourg,New York City,3
528,533,0,3,male,1,1,15.0,Cherbourg,"Ottawa, Ontario, Canada",3
529,534,1,3,female,0,2,24.0,Cherbourg,"Detroit, Michigan, US",3
530,535,0,3,female,0,0,30.0,Southampton,"Chicago, Illinois, US",3
531,536,1,2,female,0,2,7.0,Southampton,"Winnipeg, Manitoba, Canada",2
532,537,0,1,male,0,0,46.0,Southampton,"Washington, DC, US",1
533,538,1,1,female,0,0,27.0,Cherbourg,"Minneapolis, Minnesota, US",1
534,539,0,3,male,0,0,69.0,Southampton,"Groesbeck, Texas, US",3
535,540,1,1,female,0,2,22.0,Cherbourg,"New York, New York, US",1
536,541,1,1,female,0,2,39.0,Southampton,"Milwaukee, Wisconsin, US",1
537,542,0,3,female,4,2,9.0,Southampton,"Winnipeg, Manitoba, Canada",3
538,543,0,3,female,4,2,11.0,Southampton,"Winnipeg, Manitoba, Canada",3
539,544,1,2,male,1,0,32.0,Southampton,New York City,2
540,545,0,1,male,1,0,50.0,Cherbourg,"Minneapolis, Minnesota, US",1
541,546,0,1,male,0,0,64.0,Southampton,"New York, New York, US",1
542,547,1,2,female,1,0,19.0,Southampton,New York City,2
543,548,1,2,male,0,0,26.0,Cherbourg,"Havana, Cuba",2
544,549,0,3,male,1,1,33.0,Southampton,"Detroit, Michigan, US",3
545,550,1,2,male,1,1,8.0,Southampton,"Houghton, Michigan, US",2
546,551,1,1,male,0,2,17.0,Cherbourg,"Haverford, Pennsylvania, US",1
547,552,0,2,male,0,0,27.0,Southampton,New York City,2
548,553,0,3,male,0,0,21.0,Queenstown,New York City,3
549,554,1,3,male,0,0,22.0,Cherbourg,"Dayton, Ohio, US",3
550,555,1,3,female,0,0,22.0,Southampton,"Chicago, Illinois, US",3
551,556,0,1,male,0,0,62.0,Southampton,"Halifax, Nova Scotia, Canada",1
552,557,1,1,female,1,0,48.0,Cherbourg,"New York, New York, US",1
553,559,1,1,female,1,1,39.0,Southampton,"New York, New York, US",1
554,560,1,3,female,1,0,36.0,Southampton,"Tampico, Montana, US",3
555,561,0,3,male,0,0,30.0,Queenstown,"Gleichen, Alberta, Canada",3
556,562,0,3,male,0,0,40.0,Southampton,"Harrisburg, Pennsylvania, US",3
557,563,0,2,male,0,0,28.0,Southampton,"Houghton, Michigan, US",2
558,564,0,3,male,0,0,39.0,Southampton,New York City,3
559,565,0,3,female,0,0,63.0,Southampton,New York City,3
560,566,0,3,male,2,0,24.0,Southampton,"Pontiac, Michigan, US",3
561,567,0,3,male,0,0,19.0,Southampton,"Chicago, Illinois, US",3
562,568,0,3,female,0,4,29.0,Southampton,"Chicago, Illinois, US",3
563,569,0,3,male,0,0,28.0,Cherbourg,"Youngstown, Ohio, US",3
564,570,1,3,male,0,0,32.0,Southampton,"Huntley, Illinois, US",3
565,571,1,2,male,0,0,62.0,Southampton,New York City,2
566,572,1,1,female,2,0,53.0,Southampton,"New York, New York, US",1
567,573,1,1,male,0,0,36.0,Southampton,"Brooklyn, New York, US",1
568,574,1,3,female,0,0,22.0,Queenstown,New York City,3
569,575,0,3,male,0,0,16.0,Southampton,"Detroit, Michigan, US",3
570,576,0,3,male,0,0,19.0,Southampton,"Kitchener, Ontario, Canada",3
571,577,1,2,female,0,0,34.0,Southampton,"Brooklyn, New York, US",2
572,578,1,1,female,1,0,39.0,Cherbourg,"Duluth, Minnesota, US",1
573,579,0,3,female,1,0,18.0,Cherbourg,"Ottawa, Ontario, Canada",3
574,580,1,3,male,0,0,32.0,Southampton,"Monessen, Pennsylvania, US",3
575,581,1,2,female,1,1,25.0,Southampton,"Montreal, Quebec, Canada",2
576,582,1,1,female,1,1,39.0,Cherbourg,"Haverford, Pennsylvania, US",1
577,583,0,2,male,0,0,55.0,Southampton,"Rochester, New York, US",2
578,584,0,1,male,0,0,36.0,Southampton,"Winnipeg, Manitoba, Canada",1
579,585,0,3,male,0,0,16.0,Cherbourg,New York City,3
580,586,1,1,female,0,2,18.0,Southampton,"New York, New York, US",1
581,587,0,2,male,0,0,47.0,Southampton,New York City,2
582,588,1,1,male,1,1,60.0,Cherbourg,"New York, New York, US",1
583,589,0,3,male,0,0,22.0,Southampton,"Chicago, Illinois, US",3
584,590,0,3,male,0,0,22.0,Southampton,New York City,3
585,591,0,3,male,0,0,35.0,Southampton,"Sudbury, Ontario, Canada",3
586,592,1,1,female,1,0,52.0,Cherbourg,"Haverford, Pennsylvania, US",1
587,593,0,3,male,0,0,47.0,Southampton,"Gurnee, Illinois, US",3
588,594,0,3,female,0,2,40.0,Queenstown,"Chicago, Illinois, US",3
589,595,0,2,male,1,0,36.0,Southampton,"Spokane, Washington, US",2
590,596,0,3,male,1,1,36.0,Southampton,"Detroit, Michigan, US",3
591,597,1,2,female,0,0,31.0,Southampton,"Chicago, Illinois, US",2
592,598,0,3,male,0,0,49.0,Southampton,New York City,3
593,599,0,3,male,0,0,18.0,Cherbourg,"Ottawa, Ontario, Canada",3
594,600,1,1,male,1,0,49.0,Cherbourg,"New York, New York, US",1
595,601,1,2,female,2,1,24.0,Southampton,"Montreal, Quebec, Canada",2
596,602,0,3,male,0,0,42.0,Southampton,New York City,3
597,603,0,1,male,0,0,37.0,Southampton,"Washington, DC, US",1
598,604,0,3,male,0,0,44.0,Southampton,New York City,3
599,605,1,1,male,0,0,40.0,Southampton,"Indianapolis, Indiana, US",1
600,606,0,3,male,1,0,36.0,Southampton,"Hartford, Connecticut, US",3
601,607,0,3,male,0,0,30.0,Southampton,"Youngstown, Ohio, US",3
602,608,1,1,male,0,0,27.0,Southampton,"Philadelphia, Pennsylvania, US",1
603,609,1,2,female,1,2,22.0,Cherbourg,"Cap-Ha?ien, Haiti",2
604,610,1,1,female,0,0,40.0,Southampton,"Greenwich, Connecticut, US",1
605,611,0,3,female,1,5,39.0,Southampton,"Winnipeg, Manitoba, Canada",3
606,612,0,3,male,0,0,21.0,Southampton,New York City,3
607,613,1,3,female,1,0,25.0,Queenstown,"Philadelphia, Pennsylvania, US",3
608,614,0,3,male,0,0,22.0,Queenstown,New York City,3
609,615,0,3,male,0,0,35.0,Southampton,New York City,3
610,616,1,2,female,1,2,24.0,Southampton,"Bernardsville, New Jersey, US",2
611,617,0,3,male,1,1,34.0,Southampton,"Stanton, Iowa, US",3
612,618,0,3,female,1,0,26.0,Southampton,"Scranton, Pennsylvania, US",3
613,619,1,2,female,2,1,4.0,Southampton,"Benton Harbor, Michigan, US",2
614,620,0,2,male,0,0,26.0,Southampton,"Elizabeth, New Jersey, US",2
615,621,0,3,male,1,0,27.0,Cherbourg,"Wilkes-Barre, Pennsylvania, US",3
616,622,1,1,male,1,0,42.0,Southampton,"Boston, Massachusetts, US",1
617,623,1,3,male,1,1,20.0,Cherbourg,"Waterbury, Connecticut, US",3
618,624,0,3,male,0,0,21.0,Southampton,"Racine, Wisconsin, US",3
619,625,0,3,male,0,0,20.0,Southampton,New York City,3
620,626,0,1,male,0,0,61.0,Southampton,"Haddonfield, New Jersey, US",1
621,627,0,2,male,0,0,52.0,Queenstown,"Tuxford, Saskatchewan, Canada",2
622,628,1,1,female,0,0,21.0,Cherbourg,"Hudson, New York, US",1
623,629,0,3,male,0,0,26.0,Southampton,"Chicago, Illinois, US",3
624,630,0,3,male,0,0,17.0,Queenstown,New York City,3
625,631,1,1,male,0,0,47.0,Southampton,"New York, New York, US",1
626,632,0,3,male,0,0,51.0,Southampton,"Spokane, Washington, US",3
627,633,1,1,male,0,0,32.0,Southampton,"New York, New York, US",1
628,634,0,1,male,0,0,29.0,Belfast,"New York, New York, US",1
629,635,0,3,female,3,2,9.0,Southampton,"Iron Mountain, Michigan, US",3
630,636,1,2,female,0,0,28.0,Southampton,"Tottenville, New York, US",2
631,637,0,3,male,0,0,32.0,Southampton,New York City,3
632,638,0,2,male,1,1,31.0,Southampton,"Payette, Idaho, US",2
633,639,0,3,female,0,5,41.0,Southampton,"Coal Center, Pennsylvania, US",3
634,640,0,3,male,1,0,36.0,Southampton,"Clinton, New York, US",3
635,641,0,3,male,0,0,20.0,Southampton,"Portland, Oregon, US",3
636,642,1,1,female,0,0,24.0,Cherbourg,"New York, New York, US",1
637,643,0,3,female,3,2,2.0,Southampton,"Iron Mountain, Michigan, US",3
638,644,1,3,male,0,0,32.0,Southampton,New York City,3
639,645,1,3,female,2,1,4.0,Cherbourg,"Brooklyn, New York, US",3
640,646,1,1,male,1,0,48.0,Cherbourg,"New York, New York, US",1
641,647,0,3,male,0,0,19.0,Southampton,"Great Falls, Montana, US",3
642,648,1,1,male,0,0,56.0,Southampton,"New York, New York, US",1
643,649,0,3,male,0,0,18.0,Southampton,"Schenectady, New York, US",3
644,650,1,3,female,0,0,24.0,Southampton,"New Haven, Connecticut, US",3
645,651,0,3,male,0,0,23.0,Southampton,"Chicago, Illinois, US",3
646,652,1,2,female,0,1,19.0,Southampton,New York City,2
647,653,0,3,male,0,0,21.0,Southampton,"Story City, Iowa, US",3
648,654,1,3,female,0,0,16.0,Queenstown,New York City,3
649,655,0,3,female,0,0,18.0,Queenstown,"Charlestown, US",3
650,656,0,2,male,2,0,24.0,Southampton,"Eden, Manitoba, Canada",2
651,657,0,3,male,0,0,27.0,Southampton,"Chicago, Illinois, US",3
652,658,0,3,female,1,1,32.0,Queenstown,"Chicago, Illinois, US",3
653,659,0,2,male,0,0,23.0,Southampton,"Detroit, Michigan, US",2
654,660,0,1,male,0,2,58.0,Cherbourg,"Lexington, Massachusetts, US",1
655,661,1,1,male,2,0,49.0,Southampton,"New York, New York, US",1
656,662,0,3,male,0,0,40.0,Cherbourg,New York City,3
657,663,0,1,male,0,0,37.0,Southampton,"Vancouver, British Columbia, Canada",1
658,664,0,3,male,0,0,36.0,Southampton,"Chicago, Illinois, US",3
659,665,1,3,male,1,0,20.0,Southampton,"Monessen, Pennsylvania, US",3
660,666,0,2,male,2,0,30.0,Southampton,"The Pas, Manitoba, Canada",2
661,667,0,2,male,0,0,25.0,Southampton,New York City,2
662,668,0,3,male,0,0,49.0,Southampton,New York City,3
663,669,0,3,male,0,0,43.0,Southampton,New York City,3
664,670,1,1,female,1,0,48.0,Southampton,"East Orange, New Jersey, US",1
665,671,1,2,female,1,1,40.0,Southampton,"Seattle, Washington, US",2
666,672,0,1,male,1,0,31.0,Southampton,"Montreal, Quebec, Canada",1
667,673,0,2,male,0,0,71.0,Southampton,"Toledo, Ohio, US",2
668,674,1,2,male,0,0,32.0,Southampton,New York City,2
669,675,0,2,male,0,0,15.0,Belfast,New York City,2
670,676,0,3,male,0,0,18.0,Southampton,"Joliet, Illinois, US",3
671,677,0,3,male,0,0,33.0,Southampton,"Halley, Michigan, US",3
672,678,1,3,female,0,0,18.0,Southampton,"Ashtabula, Ohio, US",3
673,679,0,3,female,1,6,43.0,Southampton,"Niagara Falls, New York, US",3
674,680,1,1,male,0,1,36.0,Cherbourg,"Germantown, Pennsylvania, US",1
675,681,0,3,female,0,0,26.0,Queenstown,New York City,3
676,682,1,1,male,0,0,27.0,Cherbourg,"New York, New York, US",1
677,683,0,3,male,0,0,20.0,Southampton,"Carneron, US",3
678,684,0,3,male,5,2,14.0,Southampton,"Niagara Falls, New York, US",3
679,685,0,2,male,1,1,60.0,Southampton,"Seattle, Washington, US",2
680,686,0,2,male,1,2,25.0,Cherbourg,"Cap-Ha?ien, Haiti",2
681,687,0,3,male,4,1,15.0,Southampton,"Coal Center, Pennsylvania, US",3
682,688,0,3,male,0,0,19.0,Southampton,New York City,3
683,689,0,3,male,0,0,18.0,Southampton,New York City,3
684,690,1,1,female,0,1,16.0,Southampton,"St Louis, Missouri, US",1
685,691,1,1,male,1,0,31.0,Southampton,"Calgary, Alberta, Canada",1
686,692,1,3,female,0,1,4.0,Southampton,"Galesburg, Illinois, US",3
687,693,1,3,male,0,0,37.0,Southampton,New York City,3
688,694,0,3,male,0,0,25.0,Cherbourg,"Ottawa, Ontario, Canada",3
689,695,0,1,male,0,0,59.0,Southampton,"New York, New York, US",1
690,696,0,2,male,0,0,52.0,Southampton,"Bronx, New York, US",2
691,697,0,3,male,0,0,44.0,Queenstown,"New Haven, Connecticut, US",3
692,698,1,3,female,0,0,19.0,Queenstown,New York City,3
693,699,0,1,male,1,1,49.0,Cherbourg,"Haverford, Pennsylvania, US",1
694,700,0,3,male,0,0,42.0,Southampton,"Milwaukee, Wisconsin, US",3
695,701,1,1,female,1,0,18.0,Cherbourg,"New York, New York, US",1
696,702,1,1,male,0,0,35.0,Southampton,"St Louis, Missouri, US",1
697,703,0,3,female,0,1,12.0,Cherbourg,"Ottawa, Ontario, Canada",3
698,704,0,3,male,0,0,29.0,Queenstown,New York City,3
699,705,0,3,male,1,0,26.0,Southampton,"Racine, Wisconsin, US",3
700,706,0,2,male,0,0,38.0,Southampton,"Los Angeles, US",2
701,707,1,2,female,0,0,45.0,Southampton,New York City,2
702,708,1,1,male,0,0,42.0,Southampton,"New York, New York, US",1
703,709,1,1,female,0,0,22.0,Southampton,"Montreal, Quebec, Canada",1
704,710,1,3,male,1,1,4.0,Cherbourg,"Houtzdale, Pennsylvania, US",3
705,711,1,1,female,0,0,24.0,Cherbourg,"Montreal, Quebec, Canada",1
706,712,0,1,male,0,0,45.0,Southampton,"Portland, Oregon, US",1
707,713,1,1,male,1,0,48.0,Southampton,"East Orange, New Jersey, US",1
708,714,0,3,male,0,0,29.0,Southampton,"Stamford, Connecticut, US",3
709,715,0,2,male,0,0,52.0,Southampton,"Bronx, New York, US",2
710,716,0,3,male,0,0,19.0,Southampton,"Minneapolis, Minnesota, US",3
711,717,1,1,female,0,0,39.0,Cherbourg,"New York, New York, US",1
712,718,1,2,female,0,0,27.0,Southampton,"Auburndale, Florida, US",2
713,719,0,3,male,0,0,19.0,Queenstown,New York City,3
714,720,0,3,male,0,0,33.0,Southampton,"Minneapolis, Minnesota, US",3
715,721,1,2,female,0,1,6.0,Southampton,"Chicago, Illinois, US",2
716,722,0,3,male,1,0,17.0,Southampton,"Portland, Oregon, US",3
717,723,0,2,male,0,0,34.0,Southampton,"Vancouver, British Columbia, Canada",2
718,724,0,2,male,0,0,50.0,Southampton,"Boston, Massachusetts, US",2
719,725,1,1,male,1,0,27.0,Southampton,"New York, New York, US",1
720,726,0,3,male,0,0,20.0,Southampton,"Chicago, Illinois, US",3
721,727,1,2,female,3,0,30.0,Southampton,"Elizabeth, New Jersey, US",2
722,728,1,3,female,0,0,28.0,Queenstown,New York City,3
723,729,0,2,male,1,0,25.0,Southampton,"Rockford, Illinois, US",2
724,730,0,3,female,1,0,25.0,Southampton,New York City,3
725,731,1,1,female,0,0,29.0,Southampton,"St Louis, Missouri, US",1
726,732,0,3,male,0,0,11.0,Cherbourg,"Fredericksburg, Virginia, US",3
727,733,0,2,male,0,0,39.0,Belfast,New York City,2
728,734,0,2,male,0,0,23.0,Southampton,"Calumet, Michigan, US",2
729,735,0,2,male,0,0,23.0,Southampton,New York City,2
730,736,0,3,male,0,0,28.0,Southampton,New York City,3
731,737,0,3,female,1,3,48.0,Southampton,"Essex County, New Jersey, US",3
732,738,1,1,male,0,0,35.0,Cherbourg,"Germantown, Pennsylvania, US",1
733,739,0,3,male,0,0,20.0,Southampton,"Chicago, Illinois, US",3
734,740,0,3,male,0,0,32.0,Southampton,"Chicago, Illinois, US",3
735,741,1,1,male,0,0,45.0,Southampton,"New York, New York, US",1
736,742,0,1,male,1,0,36.0,Southampton,"New York, New York, US",1
737,743,1,1,female,2,2,21.0,Cherbourg,"Cooperstown, New York, US",1
738,744,0,3,male,1,0,27.0,Southampton,"Philadelphia, Pennsylvania, US",3
739,745,1,3,male,0,0,31.0,Southampton,"Duluth, Minnesota, US",3
740,746,0,1,male,1,1,70.0,Southampton,"Milwaukee, Wisconsin, US",1
741,747,0,3,male,1,1,16.0,Southampton,"East Providence, Rhode Island, US",3
742,748,1,2,female,0,0,30.0,Southampton,"Brighton, Boston, Massachusetts, US",2
743,749,0,1,male,1,0,18.0,Southampton,"New York, New York, US",1
744,750,0,3,male,0,0,31.0,Queenstown,"Brooklyn, New York, US",3
745,751,1,2,female,1,1,4.0,Southampton,"Akron, Ohio, US",2
746,752,1,3,male,0,1,7.0,Southampton,"Chicago, Illinois, US",3
